Channel_Name,Channel_Type,Rx_Frequency,Tx_Frequency,Bandwidth_kHz,State,RX_Tone,TX_Tone,Latitude,Longitude,Special
WA8MU Monroe,Analogue,442.55,447.55,25,OH,,118.8,39.44029999,-84.36219788,
K8BWK Toledo,Analogue,442.55,447.55,25,OH,100,100,41.6503699,-83.5387823,
K8VON Defiance,Analogue,442.575,447.575,25,OH,,107.2,41.28450012,-84.35579681,SKYWARN
N8QBS Fairborn,Analogue,442.575,447.575,25,OH,127.3,127.3,39.82089996,-84.01940155,
N8RQU Carrollton,Analogue,442.5875,447.5875,25,OH,,,40.57279968,-81.08570099,
W8LT Columbus,Analogue,442.6,447.6,25,OH,,114.8,39.96120071,-82.99880219,
KC8CGR Bellevue,Analogue,442.625,447.625,25,OH,110.9,110.9,41.27370071,-82.84159851,
K8VPJ Carrollton,Analogue,442.625,447.625,25,OH,,,40.57279968,-81.08570099,
K8TED Brecksvill,Analogue,442.65,447.65,25,OH,131.8,131.8,41.3178,-81.2639,
KB8SCR Fort Reco,Analogue,442.675,447.675,25,OH,,107.2,40.41279984,-84.77639771,SKYWARN
KA8VDW Berlin He,Analogue,442.675,447.675,25,OH,,162.2,41.304444,-82.485833,
KN8E Seaman,Analogue,442.675,447.675,25,OH,77,77,38.938539,-83.573899,
KD8HIJ Circlevil,Analogue,442.7,447.7,25,OH,,,39.6006012,-82.94599915,
K8RSO Jefferson,Analogue,442.7125,447.7125,25,OH,141.3,141.3,41.7386662,-80.7698066,
W8WRC Mcdonald,Analogue,442.75,447.75,25,OH,131.8,131.8,41.13177,-80.72895,
KD3WCO Dayton,Analogue,442.75,447.75,25,OH,,123,39.721204,-84.249972,
WD8KPU Loveland,Analogue,442.775,447.775,25,OH,,,39.26890182,-84.26380157,
KB8VUL Johnstown,Analogue,442.775,447.775,25,OH,100,100,40.155841,-82.6142,
K8NIO Columbus,Analogue,442.8,447.8,25,OH,,151.4,39.96120071,-82.99880219,
N8QBS Fairborn,Analogue,442.825,447.825,25,OH,,,39.82089996,-84.01940155,
KA8YTS Warren,Analogue,442.825,447.825,25,OH,,131.8,41.23759842,-80.81839752,
W8NP Massillon,Analogue,442.85,447.85,25,OH,131.8,131.8,40.80270004,-81.61450195,
WA8ZWJ Union,Analogue,442.85,447.85,25,OH,,,39.89780045,-84.3062973,
KB8ZHP Ravenna,Analogue,442.875,447.875,25,OH,100,100,41.1576004,-81.24210358,
K8YR Eaton,Analogue,442.9,447.9,25,OH,,100,39.84329987,-84.62819672,
NO8I Huber Heigh,Analogue,442.95,447.95,25,OH,118.8,118.8,39.84389877,-84.12470245,
KD8XB Minerva,Analogue,442.95,447.95,25,OH,162.2,162.2,40.72980118,-81.10540009,
WJ8E Toledo,Analogue,442.95,447.95,25,OH,107.2,107.2,41.66389847,-83.55519867,
N8SIW Polk,Analogue,442.975,447.975,25,OH,131.8,131.8,40.94449997,-82.2154007,
WD8CMD Troy,Analogue,442.975,447.975,25,OH,,,40.03950119,-84.20330048,
W8VTD Warren,Analogue,443,448,25,OH,,,41.23759842,-80.81839752,
N8SIW Brunswick,Analogue,443.025,448.025,25,OH,131.8,131.8,41.23809814,-81.84179688,
W8JTW Marietta,Analogue,443.05,448.05,25,OH,,186.2,39.38069916,-81.57779694,
KC8KVO Celina,Analogue,443.075,448.075,25,OH,,107.2,40.5489006,-84.57019806,
KA8VDW Mansfield,Analogue,443.075,448.075,25,OH,,151.4,40.75839996,-82.51540375,
W8XRN Xenia,Analogue,443.1,448.1,25,OH,,123,39.693539,-84.071617,SKYWARN
K8YSU Youngstown,Analogue,443.1,448.1,25,OH,,110.9,41.105992,-80.644519,
K8LGN Logan,Analogue,443.125,448.125,25,OH,,114.8,39.5401001,-82.40709686,
KB8UDX Delphos,Analogue,443.15,448.15,25,OH,,107.2,40.84339905,-84.34159851,
K8SCI North Roya,Analogue,443.15,448.15,25,OH,,131.8,41.31370163,-81.72460175,
WB8UCD Urbana,Analogue,443.175,448.175,25,OH,,123,40.10839844,-83.75240326,
WG8ARS Germantow,Analogue,443.1875,448.1875,25,OH,,123,39.62620163,-84.36940002,
KE8BCY Sidney,Analogue,443.2,448.2,25,OH,156.7,156.7,40.28419876,-84.15550232,SKYWARN
K8VPJ Carrollton,Analogue,443.2,448.2,25,OH,131.8,131.8,40.5728403,-81.0856532,
KA8OFE Bryan,Analogue,443.2125,448.2125,25,OH,107.2,107.2,41.4747732,-84.5524508,SKYWARN
N8FAL Youngstown,Analogue,443.225,448.225,25,OH,,156.7,41.09980011,-80.64949799,
W8RMF New Carlis,Analogue,443.2375,448.2375,25,OH,,141.3,39.8903695,-84.0443762,
WB8REI Tiffin,Analogue,443.2625,448.2625,25,OH,,107.2,40.4172871,-82.907123,
N8ASB Wilmington,Analogue,443.275,448.275,25,OH,,,39.50680302,-83.86259349,
N3GPM Kelleys Is,Analogue,443.275,448.275,25,OH,,,41.59167,-82.68889,
KE8X West Salem,Analogue,443.3,448.3,25,OH,131.8,131.8,40.97140121,-82.10990143,
N8UAS Oregon,Analogue,443.3,448.3,25,OH,103.5,103.5,41.64369965,-83.48690033,
W8BUZ Springfiel,Analogue,443.3,448.3,25,OH,146.2,146.2,39.92419815,-83.80879974,
KB8RBT McDermott,Analogue,443.325,448.325,25,OH,,186.2,38.83499908,-83.06410217,
WX8OH West Lafay,Analogue,443.325,448.325,25,OH,,71.9,40.27610016,-81.75170135,SKYWARN
W8WRK Hamilton,Analogue,443.3375,448.3375,25,OH,,,39.3995018,-84.56130219,
N1TVI Thompson,Analogue,443.3375,448.3375,25,OH,131.8,131.8,41.691906,-81.046531,SKYWARN
AB8DD Urbana,Analogue,443.35,448.35,25,OH,,,40.0544014,-83.86769867,
W8RAR Struthers,Analogue,443.35,448.35,25,OH,110.9,110.9,41.049129,-80.615658,
K8IO Wilmington,Analogue,443.375,448.375,25,OH,,123,39.44530106,-83.82849884,
W8HH Marietta,Analogue,443.4,448.4,25,OH,,91.5,39.41540146,-81.45480347,
W8WGD Hinckley T,Analogue,443.425,448.425,25,OH,131.8,131.8,41.24300003,-81.71309662,
NG8N Columbus,Analogue,443.425,448.425,25,OH,71.9,71.9,39.93270111,-83.03919983,
K8DV Owensville,Analogue,443.45,448.45,25,OH,,,39.1225624,-84.1357677,
KC8EPF Fremont,Analogue,443.45,448.45,25,OH,,,41.35029984,-83.12190247,
N8XUA Newbury,Analogue,443.45,448.45,25,OH,103.5,103.5,41.463155,-81.288178,
KD8DFL Hudson,Analogue,443.475,448.475,25,OH,,,41.24010086,-81.44069672,
KD8SIQ Bucyrus,Analogue,443.4875,448.4875,25,OH,110.9,110.9,40.8083992,-82.97550201,
KB8ZR Englewood,Analogue,443.5,448.5,25,OH,,103.5,39.87760162,-84.30220032,
K8CQA Uhrichsvil,Analogue,443.5,448.5,25,OH,,,40.39310074,-81.34649658,
KD8BTI Bowling G,Analogue,443.5125,448.5125,25,OH,103.5,103.5,41.37480164,-83.65129852,
KF8YF New Spring,Analogue,443.525,448.525,25,OH,162.2,162.2,40.9177,-80.6058,
KB9JSC Fresno,Analogue,443.5375,448.5375,25,OH,,162.2,40.33259964,-81.74150085,
W8MUM Middletown,Analogue,443.5375,448.5375,25,OH,94.8,94.8,39.51509857,-84.39830017,
K8BSR Fayette,Analogue,443.5375,448.5375,25,OH,,67,41.6733839,-84.3268925,
NO8C Miller City,Analogue,443.5625,448.5625,25,OH,107.2,107.2,41.10279846,-84.13130188,
W8KJ Fairfield,Analogue,443.575,448.575,25,OH,123,,39.29980087,-84.57350159,
KD8YCF Akron,Analogue,443.5875,448.5875,25,OH,,,41.08140182,-81.51899719,
NY1A Dayton,Analogue,443.6,448.6,25,OH,123,123,39.76458,-84.13829,
WA8CAE Lorain,Analogue,443.6,448.6,25,OH,131.8,131.8,41.45280075,-82.18240356,
W8AJL Newark,Analogue,443.6,448.6,25,OH,71.9,71.9,40.05810165,-82.40129852,
K8KHW Newport,Analogue,443.6,448.6,25,OH,103.5,103.5,39.396028,-81.225891,
KA8VDW Polk,Analogue,443.625,448.625,25,OH,162.2,162.2,40.94449997,-82.2154007,
KB8MUV Troy,Analogue,443.6375,448.6375,25,OH,,,40.03950119,-84.20330048,
N8XUA Thompson,Analogue,443.65,448.65,25,OH,103.5,103.5,41.67412,-81.023897,
WC8VOA West Ches,Analogue,443.65,448.65,25,OH,,,39.35680008,-84.3565979,
WA8GXM Massillon,Analogue,443.675,448.675,25,OH,D023N,D023N,40.79669952,-81.52149963,
N0CZV Attica,Analogue,443.675,448.675,25,OH,131.8,131.8,41.04019928,-82.53140259,SKYWARN
W8DGN Bellbrook,Analogue,443.675,448.675,25,OH,118.8,118.8,39.63560104,-84.07080078,SKYWARN
W8NWS Cincinnati,Analogue,443.7,448.7,25,OH,,,39.10309982,-84.51200104,SKYWARN
K8ATG Pomeroy,Analogue,443.7,448.7,25,OH,91.5,91.5,39.02759933,-82.03379822,SKYWARN
N8DOD Warren,Analogue,443.725,448.725,25,OH,,131.8,41.23759842,-80.81839752,
N8NOQ Fairlawn,Analogue,443.75,448.75,25,OH,,131.8,41.12779999,-81.60980225,
KC8WVH North Can,Analogue,443.75,448.75,25,OH,,131.8,40.875891,-81.4023356,
WD8IIJ Wintersvi,Analogue,443.775,448.775,25,OH,,,40.37450027,-80.70210266,
KC8LIN Akron,Analogue,443.7875,448.7875,25,OH,131.8,131.8,41.101202,-81.44182,
K8EMR Tiffin,Analogue,443.8,448.8,25,OH,107.2,107.2,41.11449814,-83.1780014,
WB8BFS Loveland,Analogue,443.8,448.8,25,OH,,67,39.26890182,-84.26380157,
KD8LDE Shaker He,Analogue,443.8,448.8,25,OH,131.8,,41.47389984,-81.53710175,
K8ZFR Parma,Analogue,443.825,448.825,25,OH,,131.8,41.40480042,-81.72290039,
W8FTV Bellefonta,Analogue,443.825,448.825,25,OH,,186.2,40.36119843,-83.75969696,
WB8JLT Oak Harbo,Analogue,443.85,448.85,25,OH,,186.2,41.5067173,-83.1465875,
W8JTW Marietta,Analogue,443.85,448.85,25,OH,186.2,186.2,39.396242,-81.548637,
WA8ILI Cortland,Analogue,443.875,448.875,25,OH,,,41.33029938,-80.72540283,
W8GMM East Pales,Analogue,443.875,448.875,25,OH,,162.2,40.8339509,-80.5403469,
WA8CEW North Roy,Analogue,443.9,448.9,25,OH,,131.8,41.31370163,-81.72460175,
KA8JOY Richfield,Analogue,443.925,448.925,25,OH,,131.8,41.2397995,-81.63819885,
K8MD Medina,Analogue,443.95,448.95,25,OH,131.8,131.8,41.143245,-81.8552196,
KA8VDW Elyria,Analogue,443.9875,448.9875,25,OH,162.2,162.2,41.36840057,-82.10769653,
K8BIG Cincinnati,Analogue,444,449,25,OH,123,123,39.12471535,-84.49872632,
W8IZ North Olmst,Analogue,444.0125,449.0125,25,OH,131.8,131.8,41.41559982,-81.92350006,
W8VFR Eaton,Analogue,444.025,449.025,25,OH,74.4,74.4,39.7439003,-84.63659668,
WD8LSN Peebles,Analogue,444.025,449.025,12.5,OH,100,100,38.93439865,-83.4509964,
KB8DOT Leesburg,Analogue,444.0375,449.0375,25,OH,,,39.34593,-83.55056,
W8DRZ Parma,Analogue,444.05,449.05,25,OH,,131.8,41.36309814,-81.71600342,
KB8SBN Cincinnat,Analogue,444.075,449.075,25,OH,110.9,110.9,39.10309982,-84.51200104,
KD8EYB Hamilton,Analogue,444.1125,449.1125,25,OH,118.8,118.8,39.393079,-84.606291,
WD8CHL Lorain,Analogue,444.125,449.125,25,OH,131.8,131.8,41.45280075,-82.18240356,
W8FT Findlay,Analogue,444.15,449.15,25,OH,,88.5,41.0442009,-83.64990234,SKYWARN
WA8PKB Wickliffe,Analogue,444.15,449.15,25,OH,,,41.6053009,-81.45339966,
WD8LSN Peebles,Analogue,444.1625,449.1625,25,OH,100,100,38.934,-83.451,
KC8BED Elyria,Analogue,444.175,449.175,25,OH,131.8,131.8,41.36840057,-82.10769653,
N8OBE Greenville,Analogue,444.175,449.175,25,OH,,,40.10279846,-84.63300323,
WA8PYR Columbus,Analogue,444.175,449.175,25,OH,,82.5,39.96120071,-82.99880219,
WC8EMA Lebanon,Analogue,444.1875,449.1875,25,OH,118.8,118.8,39.46279907,-84.14489746,SKYWARN
W8AIC Columbus,Analogue,444.2,449.2,25,OH,151.4,151.4,39.96120071,-82.99880219,SKYWARN
N8XPK Akron,Analogue,444.2,449.2,25,OH,,131.8,41.06850052,-81.55210114,
K8MCA Dayton,Analogue,444.2125,449.2125,25,OH,,123,39.44440079,-84.1108017,SKYWARN
W8ESS Cincinnati,Analogue,444.225,449.225,25,OH,123,123,39.13966611,-84.5223751,
W8QT Chagrin Fal,Analogue,444.225,449.225,25,OH,131.8,131.8,41.41519928,-81.36889648,
K8MCA Dayton,Analogue,444.25,449.25,25,OH,,123,39.75889969,-84.19159698,SKYWARN
KD8EU Wooster,Analogue,444.25,449.25,25,OH,,131.8,40.80509949,-81.93509674,
KF8YF Orwell,Analogue,444.25,449.25,25,OH,,,41.53509903,-80.86810303,
K8DDG Columbus,Analogue,444.275,449.275,25,OH,94.8,94.8,39.96120071,-82.99880219,
N8OND Cleveland,Analogue,444.275,449.275,25,OH,131.8,131.8,41.49950027,-81.69539642,
W8AK Holland,Analogue,444.275,449.275,25,OH,107.2,107.2,41.621718,-83.711604,
N1TVI Wayne,Analogue,444.2875,449.2875,25,OH,131.8,131.8,41.53944444,-80.70666667,
N8TVU Cincinnati,Analogue,444.3,449.3,25,OH,,118.8,39.10309982,-84.51200104,
KI6SZ Fairborn,Analogue,444.3125,449.3125,25,OH,,,39.82089996,-84.01940155,
KB8O Elyria,Analogue,444.3125,449.3125,25,OH,131.8,131.8,41.45280075,-82.18240356,
N8QBB Russell,Analogue,444.325,449.325,25,OH,131.8,131.8,41.4651134,-81.3509416,
KE8ZKW Lexington,Analogue,444.35,449.35,25,OH,91.5,91.5,40.695887,-82.536936,
KB8ZMI Cambridge,Analogue,444.375,449.375,25,OH,,91.5,40.03120041,-81.58850098,
W8LBZ Sandusky,Analogue,444.375,449.375,25,OH,110.9,110.9,41.44889832,-82.70800018,
KE8ANE Pennsvill,Analogue,444.4,449.4,25,OH,110.9,110.9,39.5753494,-81.8554142,
KC8RCI Republic,Analogue,444.4375,449.4375,25,OH,107.2,107.2,41.12200165,-83.01570129,
K8LI Delta,Analogue,444.45,449.45,25,OH,,103.5,41.57369995,-84.00520325,
K8TIH Bowling Gr,Analogue,444.475,449.475,25,OH,67,67,41.37480164,-83.65129852,
AG8Y Middletown,Analogue,444.475,449.475,25,OH,,100,39.51509857,-84.39830017,
N1TVI Mentor,Analogue,444.475,449.475,25,OH,131.8,131.8,41.6983868,-81.2689104,SKYWARN
KC8MXW Mogadore,Analogue,444.4875,449.4875,25,OH,,,41.04639816,-81.39790344,
K8WSL North Ridg,Analogue,444.5,449.5,25,OH,,,41.407799,-82.044449,SKYWARN
N8ARA Newark,Analogue,444.5,449.5,25,OH,,141.3,40.05810165,-82.40129852,SKYWARN
K8ZQ West Carrol,Analogue,444.5,449.5,25,OH,,,39.67229843,-84.25219727,
WU8S Loveland,Analogue,444.525,449.525,25,OH,,100,39.26890182,-84.26380157,
N8RVS Tipp City,Analogue,444.5375,449.5375,25,OH,,,39.95840073,-84.17220306,
N8PVC Columbus,Analogue,444.55,449.55,25,OH,123,123,39.96026471,-82.99772319,
N8EIO West Milto,Analogue,444.5625,449.5625,25,OH,,,39.96260071,-84.32800293,
W8QT Thompson,Analogue,444.5625,449.5625,25,OH,,131.8,41.57910156,-81.20850372,
WB8ZZR Wilmingto,Analogue,444.575,449.575,25,OH,,141.3,39.44530106,-83.82849884,
K8IV Mantua,Analogue,444.575,449.575,25,OH,,,41.2882,-81.2021,
K9IC Chesterland,Analogue,444.6,449.6,25,OH,,131.8,41.52230072,-81.33789825,
K8EEN Mount Vern,Analogue,444.6,449.6,25,OH,71.9,71.9,40.410181,-82.474872,SKYWARN
N8EMZ Washington,Analogue,444.6125,449.6125,25,OH,,,39.53639984,-83.43910217,
W8SOE Ironton,Analogue,444.625,449.625,25,OH,,103.5,38.53419876,-82.68530273,
WB8QGR Newbury,Analogue,444.625,449.625,25,OH,,,41.44929886,-81.27390289,
KC8BVF Ashley,Analogue,444.625,449.625,25,OH,,,40.40930176,-82.95439911,
N8BC Mentor,Analogue,444.65,449.65,25,OH,,131.8,41.66289902,-81.24729919,
KB8TRL Thurston,Analogue,444.65,449.65,25,OH,,179.9,39.8403419,-82.5459933,
K8KY Hamilton,Analogue,444.65,449.65,25,OH,,123,39.3995018,-84.56130219,
W8WIN Brunswick,Analogue,444.65,449.65,25,OH,131.8,131.8,41.26092,-81.81265,
KB8YVY Toledo,Analogue,444.65,449.65,25,OH,103.5,103.5,41.620639,-83.594234,
K8TV Wellington,Analogue,444.6625,449.6625,25,OH,,91.5,41.16889954,-82.21790314,
W8GUC Kettering,Analogue,444.6625,449.6625,25,OH,,123,39.6894989,-84.16880035,
K8HO Hillsboro,Analogue,444.675,449.675,25,OH,,,39.20230103,-83.61160278,
KA8OEB Salem,Analogue,444.675,449.675,25,OH,,156.7,40.90090179,-80.85679626,
W8TER Maumee,Analogue,444.7,449.7,25,OH,103.5,103.5,41.56280136,-83.65380096,
W8AK Piqua,Analogue,444.725,449.725,25,OH,,123,40.14479828,-84.24240112,
WA8PKB Wickliffe,Analogue,444.725,449.725,25,OH,,,41.6053009,-81.45339966,
N8SIM Withamsvil,Analogue,444.75,449.75,25,OH,123,123,39.05909979,-84.26590836,
K8ZFR Shaker Hei,Analogue,444.75,449.75,25,OH,131.8,131.8,41.47389984,-81.53710175,
K8KXA Gibsonburg,Analogue,444.7625,449.7625,25,OH,,131.8,41.3844986,-83.32050323,
K8HO Greenfield,Analogue,444.775,449.775,25,OH,,,39.35200119,-83.38269806,
WR8SS Parma,Analogue,444.775,449.775,25,OH,131.8,131.8,41.40480042,-81.72290039,
WB8PJZ Lima,Analogue,444.775,449.775,25,OH,,118.8,40.74250031,-84.10520172,
K8KRG Elyria,Analogue,444.8,449.8,25,OH,131.8,131.8,41.36840057,-82.10769653,
K8DDG Columbus,Analogue,444.8,449.8,25,OH,94.8,94.8,39.9611755,-82.9987942,
KB8SCR Fort Reco,Analogue,444.8125,449.8125,25,OH,,107.2,40.41279984,-84.77639771,SKYWARN
W8BLV Middletown,Analogue,444.825,449.825,25,OH,,77,39.51509857,-84.39830017,
W8ZX Stone Creek,Analogue,444.825,449.825,25,OH,,71.9,40.39730072,-81.56210327,SKYWARN
WA8ILI Warren,Analogue,444.8375,449.8375,25,OH,,,41.23759842,-80.81839752,
W8VPV Cuyahoga F,Analogue,444.85,449.85,25,OH,,110.9,41.13389969,-81.48459625,SKYWARN
W8FY Van Wert,Analogue,444.85,449.85,25,OH,,136.5,40.86949921,-84.58409882,
KD8CJ Millersbur,Analogue,444.875,449.875,25,OH,,131.8,40.55450058,-81.91790009,
N6JSX Sidney,Analogue,444.8875,449.8875,25,OH,,107.2,40.28419876,-84.15550232,
K8CF Cincinnati,Analogue,444.925,449.925,25,OH,,,39.10309982,-84.51200104,
W8EOC Lafayette,Analogue,444.925,449.925,25,OH,131.8,131.8,41.07920074,-81.94719696,
W8MTU Oregon,Analogue,444.925,449.925,25,OH,103.5,103.5,41.64369965,-83.48690033,
W8EQ Cridersvill,Analogue,444.925,449.925,25,OH,,,40.65420151,-84.15080261,
KC8QYH Deshler,Analogue,444.9375,449.9375,25,OH,103.5,103.5,41.20759964,-83.89910126,
N8LPQ Toledo,Analogue,444.95,449.95,25,OH,103.5,103.5,41.651335,-83.535316,SKYWARN
W8GNT Lebanon,Analogue,444.95,449.95,25,OH,,123,39.24723,-84.14806,
KD8USF Zanesvill,Analogue,444.95,449.95,12.5,OH,91.5,91.5,39.94029999,-82.01319885,
K8BTP Salem,Analogue,444.9625,449.9625,25,OH,,,40.90090179,-80.85679626,
KD8LBS West Ches,Analogue,444.975,449.975,25,OH,D223N,D223N,39.35331592,-84.41709728,
KC8BPE Marion,Analogue,444.9875,449.9875,25,OH,,110.9,40.58869934,-83.12850189,
WW8MRN Marion,Analogue,447.0125,442.0125,25,OH,123,123,40.58869934,-83.12850189,
W8MRN Marion,Analogue,449.7375,444.7375,25,OH,123,123,40.58869934,-83.12850189,
W9WWV Mooresvill,Analogue,145.11,144.51,25,IN,88.5,88.5,39.618718,-86.376507,
KB9JDB Connersvi,Analogue,145.12,144.52,25,IN,,127.3,39.60440063,-85.11329651,
W9HCA Danville,Analogue,145.13,144.53,25,IN,,88.5,39.7608382,-86.5239591,
K9EOC Noblesvill,Analogue,145.17,144.57,25,IN,77,77,40.045611,-86.008611,
W9EFU Madison,Analogue,145.17,144.57,25,IN,,103.5,38.73590088,-85.37999725,SKYWARN
KC9OBN Leopold,Analogue,145.19,144.59,25,IN,,107.2,38.10390091,-86.58239746,
W9LRT Bremen,Analogue,145.19,144.59,25,IN,131.8,131.8,41.44639969,-86.14810181,
WB9ARC Attica,Analogue,145.19,144.59,25,IN,88.5,88.5,40.2942009,-87.24890137,
W9JCA Pennville,Analogue,145.21,144.61,25,IN,,97.4,40.4939003,-85.14830017,
KA9PSX Shoals,Analogue,145.21,144.61,25,IN,107.2,107.2,38.6607126,-86.7186207,
W9VMW Logansport,Analogue,145.23,144.63,25,IN,173.8,173.8,40.75450134,-86.35669708,SKYWARN
W9SKI Terre Haut,Analogue,145.23,144.63,25,IN,,,39.46670151,-87.41390228,SKYWARN
KC9GMH Elkhart,Analogue,145.25,144.65,25,IN,141.3,141.3,41.68199921,-85.97669983,
W9OG Evansville,Analogue,145.25,144.65,25,IN,67,136.5,38.19620132,-87.29669952,SKYWARN
KC9PIE Scipio,Analogue,145.25,144.65,25,IN,,103.5,39.06750107,-85.70279694,SKYWARN
WC9AR Columbia C,Analogue,145.27,144.67,25,IN,141.3,141.3,41.15850067,-85.46489716,SKYWARN
K9TRC Kempton,Analogue,145.28,144.68,25,IN,,131.8,40.287926,-86.229465,
WB9UCF Summitvil,Analogue,145.31,144.71,25,IN,,131.8,40.33255,-85.64593,
W9QYQ Bedford,Analogue,145.31,144.71,25,IN,,107.2,38.86119843,-86.48719788,
W9ATG Greenfield,Analogue,145.33,144.73,25,IN,88.5,88.5,39.862759,-85.744794,SKYWARN
W9FEZ Fort Wayne,Analogue,145.33,144.73,25,IN,141.3,141.3,41.13059998,-85.12889862,
KI9U Morocco,Analogue,145.33,144.73,25,IN,131.8,131.8,40.94020081,-87.34870148,SKYWARN
NC9U Terre Haute,Analogue,145.35,144.75,25,IN,,,39.46670151,-87.41390228,
W9SMJ Kokomo,Analogue,145.35,144.75,25,IN,131.8,131.8,40.40599823,-86.06829834,
WI9RES Rossville,Analogue,145.37,144.77,25,IN,131.8,131.8,40.38888,-86.6127779,
KC9GMH Elkhart,Analogue,145.38,144.78,25,IN,97.4,141.3,41.660661,-85.948211,
W9VCF Anderson,Analogue,145.39,144.79,25,IN,151.4,151.4,40.13000107,-85.69300079,
W9GCR Linton,Analogue,145.39,144.79,25,IN,,118.8,39.03480148,-87.165802,
N9YOU South Bend,Analogue,145.39,144.79,25,IN,131.8,131.8,41.67639923,-86.2519989,
KN9OX Knox,Analogue,145.41,144.81,25,IN,131.8,131.8,41.29589844,-86.625,
N9CCA Center Poi,Analogue,145.42,144.82,25,IN,151.4,151.4,39.41699982,-87.07720184,SKYWARN
AB9HP Bluffton,Analogue,145.42,144.82,25,IN,,,40.73870087,-85.17160034,SKYWARN
K9DEW Elkhart,Analogue,145.43,144.83,25,IN,141.3,141.3,41.68199921,-85.97669983,SKYWARN
KC9JOY Seymour,Analogue,145.43,144.83,25,IN,,103.5,38.95920181,-85.89029694,SKYWARN
AE9OZ Newburgh,Analogue,145.43,144.83,25,IN,136.5,136.5,37.9253006,-87.31780243,
AD0TY Rockville,Analogue,145.44,144.84,25,IN,151.4,151.4,39.76250076,-87.22920227,
WA9FGT Petersbur,Analogue,145.45,144.85,25,IN,,107.2,38.49200058,-87.2786026,SKYWARN
NT9J New Castle,Analogue,145.45,144.85,25,IN,,127.3,39.92890167,-85.37020111,
W9NTP Shelbyvill,Analogue,145.48,144.88,25,IN,88.5,88.5,39.52140045,-85.77690125,SKYWARN
KC9VBQ Winamac,Analogue,145.48,144.88,25,IN,131.8,131.8,41.05139923,-86.60310364,
W9DUK Muncie,Analogue,145.49,144.89,25,IN,127.3,127.3,40.19340134,-85.38639832,
AA9WR Bedford,Analogue,145.49,144.89,25,IN,136.5,136.5,38.86119843,-86.48719788,
WB9ARC Covington,Analogue,145.49,144.89,25,IN,88.5,88.5,40.14170074,-87.3946991,
KC9HNP Cyclone,Analogue,146.61,146.01,25,IN,,,40.22840118,-86.43250275,
K9JSI La Porte,Analogue,146.61,146.01,25,IN,131.8,131.8,41.64357,-86.80017,
WR9G Scottsburg,Analogue,146.61,146.01,25,IN,,103.5,38.6853981,-85.76959991,
W9IRA Indianapol,Analogue,146.625,146.025,25,IN,88.5,88.5,39.77920151,-86.14980316,
WB9TLH Bloomingt,Analogue,146.64,146.04,25,IN,136.5,136.5,39.16699982,-86.52690125,SKYWARN
K9DEW Middlebury,Analogue,146.64,146.04,25,IN,141.3,141.3,41.67860031,-85.97619629,SKYWARN
K9VND Hartford C,Analogue,146.655,146.055,25,IN,141.3,141.3,40.45119858,-85.37000275,
K9IPL Indianapol,Analogue,146.67,146.07,25,IN,88.5,88.5,39.76839828,-86.15799713,
W9EOC Vincennes,Analogue,146.67,146.07,25,IN,91.5,91.5,38.68840027,-87.52100372,SKYWARN
K9ZLQ Culver,Analogue,146.67,146.07,25,IN,,131.8,41.21789932,-86.42250061,
WB9SBI Glenwood,Analogue,146.685,146.085,25,IN,,131.8,39.62590027,-85.30020142,
K9HC Huntington,Analogue,146.685,146.085,25,IN,141.3,141.3,40.8830986,-85.49749756,
N9IAA Valparaiso,Analogue,146.685,146.085,25,IN,173.8,173.8,41.47309875,-87.06109619,SKYWARN
K9IKQ Terre Haut,Analogue,146.685,146.085,25,IN,151.4,151.4,39.43230057,-87.50469971,SKYWARN
W9EMA Crown Poin,Analogue,146.7,146.1,25,IN,131.8,131.8,41.41699982,-87.36530304,
W9IRA Indianapol,Analogue,146.7,146.1,25,IN,88.5,88.5,39.92860031,-86.18190002,
W9COD Clinton,Analogue,146.715,146.115,25,IN,151.4,151.4,39.6570015,-87.39810181,
K9BLU Columbia C,Analogue,146.715,146.115,25,IN,141.3,141.3,41.15729904,-85.48829651,
W9ARP West Lafay,Analogue,146.73,146.13,25,IN,,,40.47370148,-86.89219666,
WB9HXG Muncie,Analogue,146.73,146.13,25,IN,,127.3,40.20080185,-85.40840149,
W9QYQ Mitchell,Analogue,146.73,146.13,25,IN,107.2,107.2,38.76390076,-86.52130127,SKYWARN
W9AMT Indianapol,Analogue,146.745,146.145,25,IN,D346N,D346N,39.8002535,-86.07713285,
K9LPW Indianapol,Analogue,146.76,146.16,25,IN,151.4,151.4,39.76839828,-86.15799713,
W9TE Fort Wayne,Analogue,146.76,146.16,25,IN,141.3,141.3,41.16899872,-85.09380341,SKYWARN
W9YB West Lafaye,Analogue,146.76,146.16,25,IN,131.8,131.8,40.42459869,-86.91030121,
K9PC Valparaiso,Analogue,146.775,146.175,25,IN,131.8,131.8,41.47309875,-87.06109619,
KC9AK Dugger,Analogue,146.775,146.175,25,IN,,136.5,39.0603981,-87.26049805,
W2NAP Anderson,Analogue,146.775,146.175,25,IN,88.5,88.5,40.1051253,-85.6781677,
W9EBN Marion,Analogue,146.79,146.19,25,IN,141.3,141.3,40.597019,-85.655595,SKYWARN
W9ALQ Columbus,Analogue,146.79,146.19,25,IN,103.5,103.5,39.19634464,-85.80867117,SKYWARN
